######################################## User Management System log All Trace #########################################
2020/11/13 09:27:26.174 [TRACE] [UMS.Program]  Program.cs:27 | Starting Program.
2020/11/13 09:27:28.267 [INFO] [Microsoft.Hosting.Lifetime]   | Now listening on: https://localhost:44346
2020/11/13 09:27:28.523 [INFO] [Microsoft.Hosting.Lifetime]   | Application started. Press Ctrl+C to shut down.
2020/11/13 09:27:28.523 [INFO] [Microsoft.Hosting.Lifetime]   | Hosting environment: Development
2020/11/13 09:27:28.523 [INFO] [Microsoft.Hosting.Lifetime]   | Content root path: C:\Users\Namchok\Desktop\สหกิจ\ums\UMS
2020/11/13 09:27:29.415 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:27 | Start application context.
2020/11/13 09:27:29.438 [INFO] [UMS.Controllers.ManageUserController]  ManageUserController.cs:42 | Start manage user controller.
2020/11/13 09:27:29.443 [INFO] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:49 | Start login model.
2020/11/13 09:27:29.466 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:91 | Start login on get.
2020/11/13 09:27:29.466 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:104 | Signing out.
2020/11/13 09:27:29.476 [DEBUG] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:106 | Getting external authentication scheme.
2020/11/13 09:27:29.476 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:109 | End login on get.
2020/11/13 09:27:32.210 [TRACE] [UMS.Data.AuthDbContext]  LineLogin2:AuthDbContext.cs:27 | Start application context.
2020/11/13 09:27:32.210 [INFO] [UMS.Controllers.ManageUserController]  LineLogin2:ManageUserController.cs:42 | Start manage user controller.
2020/11/13 09:27:32.210 [INFO] [UMS.Controllers.AccountController]  LineLogin2:AccountController.cs:49 | Start account controller.
2020/11/13 09:27:37.645 [TRACE] [UMS.Data.AuthDbContext]  LineLogin2:AuthDbContext.cs:27 | Start application context.
2020/11/13 09:27:37.645 [INFO] [UMS.Controllers.ManageUserController]  LineLogin2:ManageUserController.cs:42 | Start manage user controller.
2020/11/13 09:27:37.662 [INFO] [UMS.Controllers.AccountController]  LineLogin2:AccountController.cs:49 | Start account controller.
2020/11/13 09:27:42.777 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:27 | Start application context.
2020/11/13 09:27:42.777 [INFO] [UMS.Controllers.ManageUserController]  ManageUserController.cs:42 | Start manage user controller.
2020/11/13 09:27:42.777 [INFO] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:49 | Start login model.
2020/11/13 09:27:42.788 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:91 | Start login on get.
2020/11/13 09:27:42.788 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:104 | Signing out.
2020/11/13 09:27:42.788 [DEBUG] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:106 | Getting external authentication scheme.
2020/11/13 09:27:42.788 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:109 | End login on get.
2020/11/13 09:27:44.271 [TRACE] [UMS.Data.AuthDbContext]  LineLogin2:AuthDbContext.cs:27 | Start application context.
2020/11/13 09:27:44.271 [INFO] [UMS.Controllers.ManageUserController]  LineLogin2:ManageUserController.cs:42 | Start manage user controller.
2020/11/13 09:27:44.271 [INFO] [UMS.Controllers.AccountController]  LineLogin2:AccountController.cs:49 | Start account controller.
2020/11/13 09:31:15.380 [TRACE] [UMS.Program]  Program.cs:27 | Starting Program.
